0 0 0 6/31 12/31 34/31 233/186 41/62 139/124 160/93 249/124 389/186 523/186 0
0 0 0 1/6 1/3 13/12 85/72 9/16 47/48 233/144 59/32 71/36 185/72 0
0 0 0 5/26 5/13 31/26 209/156 17/26 181/156 133/78 307/156 745/312 69/26 0
0 0 0 7/27 14/27 28/27 209/162 19/27 401/324 154/81 325/162 347/162 79/27 0
0 0 0 5/22 5/11 1 79/66 13/22 71/66 233/132 235/132 65/33 115/44 0
0 0 0 1/4 1/2 9/8 197/144 2/3 89/72 133/72 277/144 341/144 65/24 0
0 0 0 8/29 16/29 28/29 221/174 20/29 431/348 166/87 349/174 365/174 167/58 0
0 0 0 1/4 1/2 11/12 85/72 7/12 157/144 257/144 259/144 139/72 31/12 0
0 0 0 9/32 9/16 15/16 257/192 39/64 113/96 341/192 355/192 107/48 159/64 0
0 0 0 2/17 4/17 20/17 64/51 11/17 56/51 355/204 95/51 103/51 87/34 0
0 0 0 4/25 8/25 32/25 209/150 33/50 29/25 529/300 581/300 697/300 127/50 0
0 0 0 3/19 6/19 20/19 70/57 12/19 127/114 403/228 395/228 112/57 48/19 0
0 0 0 1/5 2/5 6/5 209/150 33/50 6/5 553/300 563/300 172/75 129/50 0
0 0 0 4/21 8/21 20/21 76/63 13/21 71/63 451/252 443/252 121/63 5/2 0
0 0 0 8/33 16/33 1 269/198 20/33 38/33 703/396 719/396 431/198 79/33 0
0 0 0 5/22 5/11 19/22 12/11 51/44 53/44 35/22 131/66 107/44 193/66 0
0 0 0 1/5 2/5 4/5 19/20 41/40 39/40 7/5 17/10 87/40 5/2 0
0 0 0 3/16 3/8 7/8 17/16 1 9/8 11/8 27/16 79/32 19/8 0
0 0 0 3/10 3/5 3/4 21/20 11/10 5/4 17/10 37/20 23/10 57/20 0
0 0 0 5/19 10/19 13/19 17/19 18/19 1 28/19 29/19 2 45/19 0
0 0 0 1/4 1/2 3/4 1 15/16 9/8 23/16 3/2 9/4 9/4 0
0 0 0 7/22 7/11 15/22 1 23/22 27/22 37/22 79/44 24/11 30/11 0
0 0 0 2/7 4/7 13/21 6/7 19/21 1 31/21 3/2 40/21 16/7 0
0 0 0 7/23 14/23 14/23 22/23 37/46 49/46 65/46 65/46 93/46 2 0
0 0 0 1/10 1/5 9/10 1 11/10 11/10 29/20 8/5 11/5 23/10 0
0 0 0 1/7 2/7 1 8/7 31/28 33/28 41/28 47/28 5/2 16/7 0
0 0 0 1/6 1/3 3/4 11/12 1 13/12 35/24 11/8 2 13/6 0
0 0 0 1/5 2/5 13/15 16/15 31/30 7/6 3/2 3/2 23/10 11/5 0
0 0 0 3/14 3/7 9/14 6/7 13/14 15/14 41/28 19/14 13/7 29/14 0
0 0 0 3/11 6/11 15/22 1 19/22 12/11 16/11 31/22 45/22 43/22 0
0 0 0 3/16 3/8 13/16 17/16 23/16 43/32 51/32 95/48 41/16 71/24 0
0 0 0 2/13 4/13 9/13 11/13 18/13 29/26 35/26 21/13 30/13 32/13 0
0 0 0 1/4 1/2 11/16 1 21/16 43/32 53/32 57/32 19/8 45/16 0
0 0 0 3/14 3/7 4/7 11/14 17/14 31/28 39/28 39/28 29/14 16/7 0
0 0 0 5/18 5/9 11/18 17/18 11/9 47/36 59/36 31/18 20/9 8/3 0
0 0 0 1/4 1/2 1/2 3/4 9/8 35/32 45/32 11/8 31/16 35/16 0
0 0 0 1/10 1/5 4/5 9/10 6/5 23/20 7/5 31/20 11/5 23/10 0
0 0 0 1/6 1/3 2/3 5/6 13/12 9/8 17/12 4/3 2 13/6 0
0 0 0 3/14 3/7 4/7 11/14 1 31/28 10/7 37/28 13/7 29/14 0
0 0 0 9/35 18/35 19/35 33/35 65/42 277/210 37/30 9/5 286/105 97/35 0
0 0 0 3/13 6/13 1/2 11/13 81/52 63/52 57/52 21/13 35/13 33/13 0
0 0 0 1/4 1/2 17/28 13/14 79/56 9/7 67/56 13/8 155/56 69/28 0
0 0 0 1/3 2/3 8/15 14/15 259/180 25/18 259/180 313/180 467/180 25/9 0
0 0 0 7/23 14/23 11/23 19/23 65/46 29/23 59/46 3/2 5/2 57/23 0
0 0 0 4/13 8/13 15/26 12/13 71/52 69/52 69/52 81/52 139/52 32/13 0
0 0 0 10/29 20/29 15/29 27/29 223/174 4/3 259/174 152/87 413/174 8/3 0
0 0 0 7/22 7/11 5/11 9/11 53/44 13/11 59/44 3/2 97/44 51/22 0
0 0 0 1/3 2/3 8/15 14/15 16/15 6/5 41/30 3/2 23/10 13/6 0
0 0 0 11/39 22/39 20/39 11/13 409/234 161/117 146/117 401/234 319/117 320/117 0
0 0 0 1/4 1/2 13/28 3/4 103/56 109/84 31/28 257/168 11/4 53/21 0
0 0 0 6/17 12/17 9/17 29/34 343/204 299/204 149/102 173/102 545/204 143/51 0
0 0 0 8/25 16/25 12/25 19/25 87/50 69/50 33/25 37/25 133/50 64/25 0
0 0 0 11/31 22/31 16/31 27/31 265/186 257/186 140/93 319/186 443/186 247/93 0
