0 0 20/83 0 51/83 119/83 67/166 75/83 136/83 67/83 1165/498 436/249 257/83 895/249 437/83 0
0 0 23/82 0 27/41 117/82 15/41 67/82 345/164 30/41 571/246 743/492 583/164 899/246 875/164 0
0 0 3/14 0 65/98 307/196 41/98 47/49 319/196 99/98 249/98 613/294 309/98 169/42 1045/196 0
0 0 14/53 0 75/106 331/212 83/212 47/53 209/106 50/53 395/159 1169/636 733/212 2521/636 1119/212 0
0 0 23/96 0 59/96 55/36 73/192 33/32 577/384 87/128 69/32 119/64 1777/576 223/72 5677/1152 0
0 0 6/29 0 19/29 419/261 31/87 30/29 177/116 97/116 616/261 379/174 815/261 1889/522 5167/1044 0
0 0 12/59 0 26/59 68/59 45/118 51/59 209/118 54/59 251/118 233/118 329/118 206/59 561/118 0
0 0 9/46 0 11/23 26/23 11/46 27/46 113/46 71/92 49/23 151/92 159/46 82/23 455/92 0
0 0 20/87 0 46/87 229/174 38/87 88/87 51/29 589/522 202/87 595/261 505/174 2047/522 2519/522 0
0 0 19/79 0 45/79 209/158 57/158 68/79 337/158 257/237 367/158 496/237 258/79 938/237 2303/474 0
0 0 6/37 0 15/37 36/37 9/37 22/37 90/37 26/37 401/222 178/111 123/37 350/111 317/74 0
0 0 14/65 0 33/65 77/65 47/130 59/65 139/65 191/195 398/195 409/195 206/65 1411/390 1679/390 0
0 0 13/60 0 7/12 77/60 19/60 113/120 11/8 17/20 151/72 481/360 21/8 277/90 68/15 0
0 0 9/38 0 45/76 5/4 27/76 169/152 281/152 61/76 947/456 195/152 465/152 731/228 349/76 0
0 0 11/60 0 37/60 167/120 3/10 23/24 27/20 13/12 47/20 583/360 317/120 319/90 187/40 0
0 0 7/29 0 55/87 235/174 31/87 199/174 53/29 1 1177/522 89/58 529/174 1837/522 403/87 0
0 0 1/5 0 29/50 13/10 11/50 107/100 27/20 17/25 553/300 109/75 533/200 188/75 411/100 0
0 0 1/9 0 7/12 49/36 1/12 77/72 91/72 59/72 443/216 373/216 125/48 623/216 145/36 0
0 0 7/29 0 11/29 27/29 7/29 21/29 79/58 32/29 54/29 45/29 121/58 85/29 110/29 0
0 0 5/27 0 10/27 23/27 5/27 17/27 35/18 1 97/54 37/27 143/54 3 23/6 0
0 0 11/40 0 19/40 91/80 3/10 37/40 59/40 109/80 11/5 157/80 189/80 289/80 21/5 0
0 0 4/15 0 22/45 11/10 13/45 43/45 86/45 119/90 193/90 19/10 83/30 164/45 25/6 0
0 0 3/19 0 6/19 14/19 3/19 11/19 77/38 35/38 30/19 49/38 101/38 50/19 127/38 0
0 0 7/30 0 2/5 9/10 7/30 31/30 25/12 71/60 83/45 113/60 167/60 13/4 43/12 0
0 0 1/10 0 1/4 13/20 1/10 17/20 9/8 4/5 19/15 77/60 69/40 29/15 21/8 0
0 0 1/16 0 3/16 1/2 1/16 7/8 39/32 3/4 107/96 109/96 55/32 43/24 73/32 0
0 0 1/18 0 5/18 7/9 1/18 17/18 41/36 11/12 163/108 43/27 23/12 131/54 26/9 0
0 0 2/19 0 5/19 13/19 2/19 23/19 3/2 1 169/114 193/114 81/38 146/57 107/38 0
0 0 2/17 0 6/17 15/17 5/34 43/34 101/68 11/17 149/102 55/34 317/136 211/102 113/34 0
0 0 2/25 0 9/25 24/25 2/25 36/25 81/50 39/50 44/25 101/50 51/20 202/75 179/50 0
0 0 3/19 0 5/19 12/19 3/19 14/19 43/38 18/19 26/19 27/19 63/38 41/19 105/38 0
0 0 1/12 0 1/6 5/12 1/12 2/3 29/24 19/24 13/12 7/6 13/8 11/6 53/24 0
0 0 3/20 0 3/10 3/4 3/20 19/20 51/40 9/8 197/120 37/20 77/40 14/5 31/10 0
0 0 1/6 0 5/18 2/3 1/6 11/9 59/36 41/36 85/54 35/18 79/36 26/9 107/36 0
0 0 1/12 0 1/6 5/12 1/12 7/12 29/24 3/4 25/24 9/8 13/8 7/4 17/8 0
0 0 1/5 0 3/10 7/10 1/5 5/4 69/40 23/20 191/120 81/40 91/40 59/20 119/40 0
0 0 7/37 0 16/37 48/37 29/74 32/37 97/74 1 66/37 68/37 5/2 118/37 154/37 0
0 0 1/5 0 16/35 6/5 16/35 34/35 8/5 33/35 11/7 17/10 27/10 22/7 137/35 0
0 0 1/5 0 3/5 149/90 17/45 8/9 59/45 61/45 71/30 104/45 253/90 61/15 43/9 0
0 0 11/48 0 5/8 149/96 41/96 23/24 49/32 21/16 209/96 69/32 93/32 377/96 215/48 0
0 0 4/25 0 11/25 36/25 5/12 14/15 379/300 487/600 69/40 353/200 79/30 827/300 1261/300 0
0 0 3/20 0 11/20 13/8 7/20 7/8 49/40 179/160 343/160 357/160 11/4 147/40 357/80 0
0 0 1/5 0 13/35 8/7 27/70 6/7 97/70 39/35 64/35 139/70 167/70 23/7 143/35 0
0 0 4/25 0 9/25 1 7/25 16/25 37/25 47/50 3/2 41/25 12/5 74/25 89/25 0
0 0 13/53 0 28/53 151/106 23/53 54/53 79/53 451/318 362/159 767/318 287/106 1285/318 1451/318 0
0 0 1/4 0 9/16 133/96 37/96 11/12 149/96 197/144 619/288 161/72 131/48 35/9 1229/288 0
0 0 3/23 0 7/23 20/23 7/23 16/23 37/23 20/23 31/23 77/46 56/23 65/23 77/23 0
0 0 10/43 0 21/43 52/43 33/86 42/43 71/43 155/129 242/129 95/43 115/43 307/86 23/6 0
0 0 5/28 0 11/28 31/28 1/4 11/14 8/7 29/28 47/28 10/7 15/7 75/28 101/28 0
0 0 3/17 0 13/34 1 13/34 18/17 27/17 1 26/17 25/17 169/68 48/17 60/17 0
0 0 5/28 0 15/28 81/56 3/14 11/14 9/8 41/28 131/56 27/14 17/7 103/28 121/28 0
0 0 9/41 0 21/41 103/82 15/41 46/41 135/82 56/41 169/82 79/41 223/82 295/82 166/41 0
0 0 4/29 0 12/29 33/29 8/29 25/29 32/29 25/29 43/29 39/29 64/29 63/29 100/29 0
0 0 1/18 0 4/9 23/18 1/18 2/3 5/6 41/36 23/12 59/36 19/9 103/36 7/2 0
0 0 5/22 0 4/11 1 5/22 7/11 25/22 27/22 20/11 35/22 43/22 63/22 79/22 0
0 0 3/19 0 6/19 16/19 3/19 10/19 26/19 20/19 29/19 25/19 40/19 50/19 60/19 0
0 0 4/15 0 1/2 77/60 3/10 9/10 27/20 19/12 7/3 43/20 12/5 77/20 43/10 0
0 0 9/34 0 1/2 81/68 5/17 33/34 111/68 101/68 73/34 139/68 44/17 63/17 4 0
0 0 2/15 0 4/15 11/15 2/15 7/15 7/5 29/30 41/30 37/30 31/15 7/3 14/5 0
0 0 6/25 0 2/5 24/25 6/25 26/25 44/25 13/10 91/50 99/50 63/25 163/50 17/5 0
0 0 1/9 0 5/18 7/9 1/9 7/9 19/18 17/18 25/18 4/3 16/9 19/9 101/36 0
0 0 1/15 0 1/5 3/5 1/15 4/5 17/15 13/15 6/5 7/6 26/15 29/15 12/5 0
0 0 1/15 0 1/3 1 1/15 13/15 16/15 7/6 53/30 26/15 31/15 14/5 49/15 0
0 0 2/17 0 5/17 14/17 2/17 20/17 25/17 20/17 28/17 61/34 38/17 48/17 52/17 0
0 0 3/26 0 9/26 25/26 5/26 11/13 14/13 11/13 18/13 69/52 2 25/13 161/52 0
0 0 1/16 0 3/8 9/8 1/16 13/16 1 37/32 59/32 7/4 17/8 45/16 27/8 0
0 0 1/6 0 5/18 13/18 1/6 2/3 19/18 19/18 13/9 13/9 5/3 41/18 103/36 0
