0 0 0 23/47 51/94 14/47 23/47 365/282 74/47 46/47 917/564 337/141 82/47 523/188 0
0 0 0 15/32 1/2 9/32 25/64 17/16 245/192 3/4 29/24 371/192 105/64 109/48 0
0 0 0 13/31 14/31 10/31 25/62 1 109/93 27/31 241/186 169/93 113/62 197/93 0
0 0 0 1/2 55/92 6/23 1/2 181/138 77/46 41/46 929/552 179/69 38/23 259/92 0
0 0 0 4/9 5/9 1/4 29/72 13/12 151/108 3/4 73/54 485/216 113/72 251/108 0
0 0 0 17/45 23/45 14/45 41/90 1 35/27 43/45 83/54 304/135 17/9 58/27 0
0 0 0 7/27 8/27 7/27 5/9 29/27 38/27 44/27 16/9 20/9 56/27 25/9 0
0 0 0 6/23 7/23 5/23 9/23 20/23 25/23 29/23 28/23 39/23 42/23 49/23 0
0 0 0 5/18 1/3 2/9 1/3 5/6 1 11/9 23/18 14/9 2 17/9 0
0 0 0 3/11 7/22 2/11 13/22 23/22 3/2 16/11 39/22 26/11 41/22 30/11 0
0 0 0 5/22 7/22 2/11 9/22 9/11 25/22 25/22 27/22 41/22 18/11 2 0
0 0 0 4/25 7/25 7/25 11/25 19/25 26/25 36/25 39/25 49/25 53/25 46/25 0
0 0 0 5/28 3/14 3/14 15/28 13/14 9/7 25/14 103/56 57/28 15/7 21/8 0
0 0 0 3/19 4/19 3/19 7/19 13/19 18/19 30/19 53/38 28/19 2 77/38 0
0 0 0 4/23 6/23 5/23 9/23 16/23 22/23 41/23 73/46 33/23 56/23 85/46 0
0 0 0 2/11 5/22 3/22 13/22 10/11 31/22 37/22 21/11 49/22 2 29/11 0
0 0 0 2/15 1/5 1/15 2/5 3/5 1 7/5 7/5 8/5 26/15 28/15 0
0 0 0 3/26 3/13 3/13 6/13 17/26 1 24/13 23/13 45/26 32/13 47/26 0
0 0 0 31/58 67/116 8/29 25/58 110/87 1127/696 113/116 353/232 379/174 213/116 1915/696 0
0 0 0 10/19 21/38 5/19 27/76 41/38 641/456 59/76 22/19 407/228 69/38 539/228 0
0 0 0 16/35 17/35 11/35 27/70 36/35 79/60 32/35 134/105 181/105 141/70 95/42 0
0 0 0 12/37 13/37 10/37 18/37 40/37 172/111 129/74 127/74 76/37 173/74 323/111 0
0 0 0 1/3 11/30 7/30 11/30 14/15 4/3 89/60 77/60 5/3 133/60 37/15 0
0 0 0 1/3 8/21 5/21 1/3 19/21 17/14 9/7 4/3 11/7 16/7 46/21 0
0 0 0 9/41 10/41 9/41 18/41 36/41 347/246 2 72/41 72/41 102/41 673/246 0
0 0 0 3/14 1/4 5/28 9/28 5/7 69/56 27/14 81/56 19/14 71/28 135/56 0
0 0 0 6/29 8/29 6/29 10/29 20/29 65/58 56/29 93/58 38/29 80/29 121/58 0
0 0 0 15/46 39/92 10/23 15/23 63/46 5/4 43/46 153/92 5/2 3/2 235/92 0
0 0 0 5/18 7/18 5/12 13/24 9/8 17/18 5/6 95/72 25/12 35/24 25/12 0
0 0 0 10/39 5/13 17/39 41/78 27/26 11/13 38/39 18/13 25/13 43/26 74/39 0
0 0 0 14/39 1/2 5/13 9/13 19/13 113/78 10/13 67/39 109/39 53/39 69/26 0
0 0 0 2/7 16/35 13/35 39/70 83/70 8/7 26/35 7/5 12/5 19/14 151/70 0
0 0 0 12/47 22/47 20/47 55/94 101/94 50/47 46/47 147/94 109/47 163/94 185/94 0
0 0 0 4/23 6/23 7/23 16/23 27/23 26/23 33/23 39/23 51/23 42/23 58/23 0
0 0 0 1/6 7/24 7/24 1/2 23/24 7/8 29/24 5/4 43/24 41/24 2 0
0 0 0 4/23 8/23 7/23 10/23 21/23 18/23 29/23 31/23 39/23 44/23 41/23 0
0 0 0 1/5 4/15 1/5 13/15 19/15 19/15 1 8/5 37/15 4/3 12/5 0
0 0 0 3/20 3/10 1/4 11/20 19/20 19/20 19/20 23/20 39/20 7/5 9/5 0
0 0 0 3/26 4/13 9/26 7/13 23/26 23/26 35/26 3/2 2 51/26 22/13 0
0 0 0 3/23 5/23 6/23 16/23 25/23 24/23 35/23 40/23 48/23 43/23 111/46 0
0 0 0 1/9 2/9 2/9 1/2 5/6 7/9 13/9 17/12 29/18 11/6 71/36 0
0 0 0 1/8 7/24 7/24 1/2 5/6 19/24 5/3 77/48 19/12 9/4 85/48 0
0 0 0 1/7 3/14 1/7 13/14 17/14 17/14 8/7 7/4 17/7 10/7 33/14 0
0 0 0 1/11 2/11 1/11 7/11 9/11 9/11 1 14/11 19/11 14/11 18/11 0
0 0 0 2/23 6/23 7/23 14/23 19/23 20/23 39/23 40/23 42/23 52/23 38/23 0
0 0 0 17/45 49/90 17/45 38/45 151/90 289/180 7/9 169/90 139/45 62/45 25/9 0
0 0 0 5/17 29/51 19/51 79/102 26/17 17/12 38/51 55/34 148/51 24/17 122/51 0
0 0 0 19/80 9/16 71/160 69/80 223/160 401/320 37/40 69/40 441/160 67/40 33/16 0
0 0 0 4/17 5/17 4/17 20/17 55/34 25/17 18/17 33/17 52/17 24/17 46/17 0
0 0 0 5/29 10/29 8/29 26/29 39/29 67/58 27/29 85/58 76/29 81/58 60/29 0
0 0 0 3/23 9/23 9/23 22/23 30/23 99/92 111/92 40/23 61/23 167/92 43/23 0
0 0 0 3/17 4/17 3/17 21/17 53/34 71/51 59/51 209/102 3 74/51 133/51 0
0 0 0 2/15 1/5 2/15 16/15 13/10 97/90 91/90 76/45 38/15 23/18 91/45 0
0 0 0 4/35 11/35 12/35 36/35 44/35 22/21 319/210 211/105 89/35 433/210 28/15 0
0 0 0 2/3 40/51 11/51 41/102 205/153 250/153 16/17 931/612 341/153 451/306 793/306 0
0 0 0 17/23 18/23 3/23 11/46 26/23 179/138 14/23 139/138 239/138 59/46 271/138 0
0 0 0 7/9 5/6 1/9 7/36 19/18 32/27 2/3 115/108 41/27 17/12 187/108 0
0 0 0 33/53 43/53 11/53 45/106 419/318 271/159 48/53 1015/636 383/159 233/159 419/159 0
0 0 0 19/32 25/32 5/32 19/64 35/32 17/12 23/32 61/48 407/192 87/64 203/96 0
0 0 0 17/30 5/6 1/6 17/60 1 49/36 5/6 25/18 92/45 31/20 88/45 0
0 0 0 14/33 19/33 7/33 5/11 12/11 49/33 52/33 18/11 67/33 20/11 57/22 0
0 0 0 3/7 11/21 1/7 2/7 6/7 23/21 26/21 22/21 31/21 11/7 40/21 0
0 0 0 6/11 7/11 1/11 2/11 9/11 1 12/11 12/11 14/11 18/11 17/11 0
0 0 0 11/29 17/29 5/29 14/29 30/29 45/29 42/29 48/29 62/29 49/29 74/29 0
0 0 0 7/22 1/2 3/22 7/22 17/22 25/22 25/22 25/22 37/22 16/11 20/11 0
0 0 0 5/17 9/17 3/17 5/17 12/17 18/17 23/17 24/17 29/17 30/17 28/17 0
0 0 0 11/35 18/35 6/35 3/7 32/35 48/35 61/35 59/35 9/5 67/35 17/7 0
0 0 0 5/19 8/19 2/19 5/19 12/19 18/19 31/19 47/38 23/19 35/19 67/38 0
0 0 0 5/16 1/2 1/8 1/4 5/8 15/16 13/8 43/32 9/8 2 49/32 0
0 0 0 4/15 8/15 2/15 7/15 13/15 22/15 5/3 7/4 29/15 11/6 73/30 0
0 0 0 3/17 7/17 1/17 5/17 9/17 1 25/17 22/17 23/17 28/17 28/17 0
0 0 0 4/19 9/19 3/19 6/19 11/19 1 32/19 29/19 27/19 2 30/19 0
0 0 0 7/10 4/5 1/5 43/120 473/360 391/240 109/120 1031/720 187/90 529/360 151/60 0
0 0 0 4/5 21/25 3/25 11/50 29/25 413/300 29/50 47/50 49/30 33/25 148/75 0
0 0 0 5/6 8/9 1/9 7/36 10/9 277/216 2/3 28/27 79/54 53/36 95/54 0
0 0 0 10/21 25/42 3/14 17/42 23/21 197/126 143/84 19/12 40/21 167/84 671/252 0
0 0 0 1/2 15/26 2/13 7/26 12/13 17/13 79/52 57/52 19/13 99/52 57/26 0
0 0 0 7/11 8/11 1/11 2/11 10/11 25/22 12/11 12/11 14/11 19/11 18/11 0
0 0 0 8/23 1/2 4/23 17/46 41/46 397/276 45/23 151/92 75/46 99/46 173/69 0
0 0 0 8/25 11/25 3/25 6/25 17/25 59/50 51/25 13/10 29/25 57/25 21/10 0
0 0 0 6/17 9/17 2/17 4/17 11/17 35/34 30/17 47/34 18/17 37/17 55/34 0
0 0 0 28/67 50/67 65/134 43/67 95/67 171/134 1 223/134 165/67 177/134 653/268 0
0 0 0 7/19 25/38 9/19 43/76 5/4 18/19 17/19 53/38 42/19 97/76 153/76 0
0 0 0 13/34 11/17 8/17 37/68 79/68 14/17 1 25/17 69/34 99/68 123/68 0
0 0 0 25/61 49/61 55/122 40/61 86/61 173/122 55/61 102/61 158/61 77/61 301/122 0
0 0 0 15/43 31/43 19/43 49/86 107/86 49/43 37/43 64/43 105/43 109/86 181/86 0
0 0 0 15/43 32/43 19/43 47/86 97/86 46/43 42/43 68/43 99/43 3/2 165/86 0
0 0 0 10/37 24/37 19/74 1/2 40/37 44/37 53/37 56/37 71/37 59/37 84/37 0
0 0 0 1/4 4/7 1/4 11/28 13/14 25/28 9/7 33/28 23/14 43/28 13/7 0
0 0 0 5/19 11/19 5/19 7/19 17/19 14/19 24/19 25/19 30/19 32/19 30/19 0
0 0 0 1/4 19/28 13/56 33/56 15/14 9/7 8/7 10/7 2 9/7 15/7 0
0 0 0 1/5 14/25 6/25 11/25 22/25 24/25 26/25 28/25 44/25 32/25 42/25 0
0 0 0 2/11 6/11 3/11 9/22 9/11 19/22 29/22 31/22 39/22 37/22 17/11 0
0 0 0 2/9 11/18 5/24 35/72 35/36 41/36 14/9 113/72 7/4 61/36 157/72 0
0 0 0 2/11 1/2 2/11 4/11 17/22 9/11 35/22 59/44 31/22 39/22 79/44 0
0 0 0 4/21 11/21 5/21 8/21 16/21 16/21 11/7 61/42 29/21 40/21 65/42 0
