0 0 12/49 0 23/49 36/49 12/49 59/49 37/49 88/49 177/98 18/7 184/49 207/49 509/98 0
0 0 2/9 0 7/18 11/18 2/9 1 2/3 7/4 37/24 43/18 7/2 73/18 347/72 0
0 0 1/4 0 1/2 11/14 1/4 9/7 11/14 5/4 57/28 41/14 53/14 59/14 149/28 0
0 0 6/25 0 2/5 3/5 6/25 1 17/25 29/25 41/25 66/25 17/5 96/25 116/25 0
0 0 2/7 0 39/70 6/7 11/35 10/7 32/35 22/15 227/105 131/42 269/70 149/35 583/105 0
0 0 2/7 0 39/70 6/7 11/35 10/7 32/35 148/105 233/105 97/30 281/70 31/7 601/105 0
0 0 13/59 0 25/59 40/59 13/59 65/59 41/59 110/59 583/354 424/177 197/59 226/59 1657/354 0
0 0 11/50 0 2/5 16/25 11/50 26/25 17/25 9/5 19/12 182/75 83/25 97/25 1399/300 0
0 0 1/4 0 49/104 19/26 7/26 63/52 41/52 253/156 283/156 279/104 331/104 187/52 121/26 0
0 0 4/17 0 6/17 9/17 4/17 15/17 25/34 27/17 26/17 77/34 107/34 129/34 293/68 0
0 0 3/11 0 4/11 16/33 3/11 28/33 26/33 14/11 113/66 30/11 11/3 137/33 155/33 0
0 0 5/22 0 4/11 25/44 5/22 41/44 8/11 71/44 103/66 149/66 131/44 40/11 1099/264 0
0 0 4/17 0 25/51 40/51 4/17 65/51 47/51 2 92/51 45/17 196/51 73/17 271/51 0
0 0 9/41 0 17/41 27/41 9/41 44/41 37/41 81/41 63/41 102/41 147/41 167/41 202/41 0
0 0 4/23 0 12/23 21/23 4/23 33/23 19/23 28/23 2 65/23 82/23 93/23 117/23 0
0 0 4/23 0 9/23 15/23 4/23 24/23 17/23 26/23 34/23 56/23 70/23 80/23 96/23 0
0 0 7/30 0 7/12 29/30 4/15 47/30 29/30 133/90 11/5 113/36 229/60 64/15 499/90 0
0 0 3/14 0 33/56 1 1/4 45/28 27/28 59/42 9/4 541/168 219/56 123/28 475/84 0
0 0 5/22 0 5/11 8/11 5/22 13/11 10/11 68/33 37/22 28/11 227/66 257/66 160/33 0
0 0 13/58 0 25/58 20/29 13/58 65/58 27/29 117/58 93/58 149/58 197/58 113/29 139/29 0
0 0 3/13 0 51/104 41/52 1/4 67/52 47/52 67/39 95/52 853/312 327/104 185/52 181/39 0
0 0 3/14 0 5/14 4/7 3/14 13/14 11/14 23/14 41/28 15/7 85/28 103/28 115/28 0
0 0 4/21 0 1/3 11/21 4/21 6/7 17/21 25/21 10/7 16/7 62/21 24/7 80/21 0
0 0 8/37 0 14/37 23/37 8/37 1 29/37 62/37 57/37 81/37 107/37 132/37 149/37 0
0 0 14/69 0 35/69 59/69 14/69 94/69 33/23 152/69 263/138 60/23 247/69 94/23 5 0
0 0 9/47 0 21/47 36/47 8/47 56/47 67/47 102/47 157/94 113/47 153/47 179/47 425/94 0
0 0 3/23 0 12/23 22/23 3/23 34/23 21/23 27/23 47/23 62/23 80/23 4 113/23 0
0 0 1/16 0 3/8 3/4 1/16 9/8 13/16 1 25/16 35/16 43/16 51/16 15/4 0
0 0 2/9 0 17/36 7/9 2/9 5/4 47/36 161/72 85/48 5/2 13/4 271/72 37/8 0
0 0 3/14 0 25/56 3/4 11/56 33/28 73/56 15/7 187/112 137/56 173/56 205/56 495/112 0
0 0 2/11 0 17/44 29/44 5/22 12/11 67/44 49/22 39/22 109/44 291/88 347/88 195/44 0
0 0 2/19 0 6/19 11/19 2/19 17/19 17/19 22/19 3/2 41/19 105/38 123/38 137/38 0
0 0 5/24 0 19/48 2/3 1/4 53/48 65/48 35/16 57/32 119/48 19/6 185/48 419/96 0
0 0 1/15 0 13/30 13/15 1/10 4/3 28/15 32/15 37/20 8/3 46/15 109/30 257/60 0
0 0 1/17 0 7/17 14/17 1/17 21/17 18/17 21/17 29/17 42/17 49/17 58/17 4 0
0 0 11/52 0 1/2 23/26 11/52 18/13 27/13 135/52 205/104 323/104 167/52 15/4 467/104 0
0 0 4/35 0 13/35 24/35 1/5 8/7 2 83/35 199/105 14/5 33/10 271/70 153/35 0
