0 0 47/89 0 913/1335 3041/2670 413/267 1091/890 1333/1335 21551/10680 1879/1068 6913/2670 3283/1335 5933/1780 1848/445 0
0 0 16/33 0 23/36 508/495 139/99 2231/1980 478/495 71/36 2141/1320 1579/660 2339/990 12709/3960 1291/330 0
0 0 1/2 0 1471/1800 2429/1800 22/15 274/225 1829/1800 4247/2400 3371/1800 1169/450 556/225 491/144 3307/800 0
0 0 21/47 0 109/141 341/282 60/47 307/282 269/282 77/47 947/564 659/282 108/47 299/94 2113/564 0
0 0 24/43 0 1771/2580 253/215 19/12 268/215 437/430 20273/10320 9317/5160 1732/645 4958/1935 3401/1032 16379/3870 0
0 0 11/21 0 169/210 1298/945 94/63 2341/1890 1957/1890 489/280 7177/3780 848/315 1613/630 2539/756 31789/7560 0
0 0 56/95 0 968/1425 5977/5700 446/285 131/114 5527/5700 7271/3800 9217/5700 14741/5700 4297/1900 707/228 22421/5700 0
0 0 31/58 0 205/348 247/290 40/29 148/145 257/290 213/116 4783/3480 1329/580 3593/1740 10039/3480 3073/870 0
0 0 42/73 0 1741/2190 5453/4380 335/219 424/365 4493/4380 5201/2920 1279/730 3889/1460 2045/876 4727/1460 11721/2920 0
0 0 25/48 0 103/144 77/72 4/3 149/144 133/144 79/48 869/576 85/36 203/96 3 2047/576 0
0 0 45/79 0 291/395 1819/1580 733/474 1409/1185 1623/1580 1157/632 8239/4740 12701/4740 3859/1580 4897/1580 9641/2370 0
0 0 6/11 0 133/165 1759/1320 299/198 2423/1980 471/440 919/528 223/120 991/360 3319/1320 4277/1320 32929/7920 0
0 0 7/12 0 13/18 683/720 7/5 3469/3600 251/240 6211/3600 347/225 1769/720 2693/1200 5083/1800 1313/360 0
0 0 26/49 0 2/3 251/294 190/147 541/588 146/147 248/147 139/98 335/147 13/6 267/98 503/147 0
0 0 13/22 0 85/99 307/264 47/33 1333/1320 883/792 827/495 1117/660 1013/396 3053/1320 1487/495 1477/396 0
0 0 11/20 0 38/45 67/60 239/180 23/24 389/360 1159/720 143/90 287/120 1609/720 117/40 1259/360 0
0 0 19/33 0 289/396 1363/1320 31/22 4027/3960 4121/3960 6757/3960 97/60 9979/3960 4663/1980 5663/1980 3727/990 0
0 0 19/34 0 115/136 4979/4080 95/68 1439/1360 4531/4080 3341/2040 149/85 311/120 1237/510 2041/680 2603/680 0
0 0 42/85 0 97/170 2207/2550 389/255 1597/1275 2663/2550 551/255 2048/1275 4487/1700 12649/5100 3956/1275 5156/1275 0
0 0 32/67 0 77/134 3439/4020 293/201 967/804 206/201 425/201 310/201 2051/804 979/402 12329/4020 15769/4020 0
0 0 52/101 0 175/303 74251/84840 479/303 18421/14140 22993/21210 25817/12120 139301/84840 29308/10605 65963/25452 8681/2828 105775/25452 0
0 0 34/59 0 261/472 5593/7080 5539/3540 21634/18585 2052/2065 4823/2360 18391/12390 195623/74340 3767/1652 2564/885 572261/148680 0
0 0 9/17 0 37/68 3049/4080 99/68 911/816 193/204 203/102 559/408 2015/816 75/34 3873/1360 14879/4080 0
0 0 61/116 0 853/1392 83267/97440 5389/3480 181613/146160 17579/16240 5653/2784 155851/97440 100129/36540 40419/16240 143291/48720 589877/146160 0
0 0 29/51 0 767/1224 2447/3060 1121/765 67741/64260 5596/5355 1463/765 31777/21420 9679/3780 6505/2856 8539/3060 238387/64260 0
0 0 37/73 0 140/219 683/876 593/438 1117/1095 1129/1095 545/292 1558/1095 10591/4380 4937/2190 1207/438 7781/2190 0
0 0 61/114 0 299/456 9213/10640 5069/3420 32887/28728 10553/9576 5315/2736 151693/95760 19169/7182 117659/47880 137411/47880 280711/71820 0
0 0 16/27 0 5099/7560 99829/90720 175/108 110123/90720 10603/11340 853/432 29647/18144 5519/2016 202717/90720 9703/3024 92009/22680 0
0 0 29/55 0 94/165 479/550 153/110 868/825 1337/1650 19/10 364/275 2613/1100 293/150 2461/825 981/275 0
0 0 57/97 0 15367/20370 99073/81480 307/194 19499/16296 19547/20370 182/97 138953/81480 74833/27160 61291/27160 457/140 110221/27160 0
0 0 14/27 0 56/81 85/81 4/3 167/162 275/324 187/108 467/324 1547/648 215/108 1969/648 85/24 0
0 0 43/78 0 6511/8190 82357/65520 21/13 85819/65520 17629/16380 1471/780 24187/13104 63311/21840 166457/65520 13357/4095 141283/32760 0
0 0 41/76 0 563/665 85997/63840 119/76 27533/21280 17489/15960 2757/1520 24215/12768 183913/63840 163097/63840 2777/840 91307/21280 0
0 0 13/23 0 7579/13524 38321/45080 7649/4830 487639/405720 2801/2940 2661/1288 67771/45080 551003/202860 302429/135240 67093/22540 159119/40572 0
0 0 19/37 0 235/444 3379/4440 211/148 979/888 32/37 221/111 581/444 1461/592 229/111 531/185 1993/555 0
0 0 72/137 0 7187/11508 4409/4795 3307/2055 64831/49320 15746/14385 17101/8220 15999/9590 28427/9864 291679/115080 35153/11508 10345/2466 0
0 0 29/65 0 25/39 203/195 177/130 291/260 194/195 53/26 131/78 919/390 919/390 2569/780 301/78 0
0 0 25/53 0 109/159 917/795 143/106 883/795 1477/1590 95/53 1333/795 3727/1590 1191/530 859/265 11633/3180 0
0 0 1/2 0 49/87 149/174 157/116 119/116 79/87 56/29 167/116 787/348 719/348 2077/696 605/174 0
0 0 6/11 0 20/33 279/275 31/22 1751/1650 1457/1650 199/110 2501/1650 3887/1650 3403/1650 5069/1650 3801/1100 0
0 0 31/60 0 223/360 5/6 463/360 109/120 46/45 133/72 263/180 401/180 767/360 511/180 1187/360 0
0 0 49/88 0 439/528 1457/1320 637/480 4801/5280 6071/5280 4627/2640 17257/10560 6131/2640 1949/880 7951/2640 5899/1760 0
0 0 25/58 0 17/29 211/232 163/116 521/435 621/580 64/29 481/290 2189/870 2843/1160 749/232 4529/1160 0
0 0 29/59 0 63/118 559/708 167/118 3943/3540 288/295 737/354 436/295 4303/1770 7819/3540 2123/708 12767/3540 0
0 0 37/75 0 283/450 727/900 296/225 4403/4500 1199/1125 1757/900 6737/4500 5273/2250 9989/4500 431/150 3863/1125 0
0 0 13/27 0 91/162 143/162 73/54 343/324 275/324 2 913/648 1523/648 107/54 251/81 191/54 0
0 0 31/59 0 109/177 902/885 163/118 1871/1770 1487/1770 110/59 5237/3540 2813/1180 1754/885 3681/1180 12313/3540 0
0 0 15/31 0 193/372 601/744 87/62 4133/3720 1673/1860 779/372 664/465 18277/7440 7769/3720 283/93 6671/1860 0
0 0 9/17 0 49/102 67/51 475/306 23/18 115/102 1597/765 95/51 682/255 4037/1530 2677/765 6689/1530 0
0 0 23/47 0 22/47 871/705 397/282 1691/1410 1607/1410 583/282 2389/1410 3517/1410 1804/705 4807/1410 5801/1410 0
0 0 1/2 0 41/72 206/135 49/36 413/360 1123/1080 67/40 1003/540 269/108 883/360 3607/1080 1451/360 0
0 0 9/19 0 10/19 163/114 24/19 251/228 241/228 65/38 377/228 535/228 45/19 373/114 427/114 0
0 0 14/25 0 143/300 67/50 239/150 651/500 143/125 3017/1500 2861/1500 1043/375 619/225 5177/1500 5014/1125 0
0 0 7/13 0 131/234 355/234 56/39 233/195 1241/1170 659/390 737/390 1546/585 301/117 1951/585 2441/585 0
0 0 33/56 0 10/21 257/224 173/112 7/6 241/224 2141/1120 551/336 8819/3360 2643/1120 1773/560 1939/480 0
0 0 25/46 0 10/23 358/345 127/92 497/460 1477/1380 175/92 1949/1380 3307/1380 3103/1380 4237/1380 428/115 0
0 0 26/45 0 77/135 3691/2700 22/15 1519/1350 2911/2700 517/300 2351/1350 473/180 6403/2700 2176/675 2704/675 0
0 0 24/43 0 21/43 329/258 59/43 139/129 271/258 76/43 389/258 631/258 97/43 821/258 475/129 0
0 0 6/11 0 47/88 227/176 3/2 809/660 1029/880 143/80 797/440 2403/880 459/176 351/110 169/40 0
0 0 23/41 0 47/82 237/164 61/41 749/615 919/820 1403/820 767/410 2263/820 425/164 672/205 1729/410 0
0 0 22/39 0 121/234 163/156 107/78 119/117 43/36 773/468 14/9 389/156 1111/468 335/117 49/13 0
0 0 23/42 0 19/42 253/252 37/28 127/126 7/6 439/252 355/252 299/126 583/252 731/252 905/252 0
0 0 24/41 0 139/246 201/164 115/82 128/123 565/492 803/492 203/123 421/164 1165/492 371/123 313/82 0
0 0 34/57 0 29/57 23/19 238/171 685/684 385/342 65/38 254/171 1663/684 173/76 55/18 607/171 0
0 0 11/20 0 21/40 2759/2400 111/80 163/150 2851/2400 3961/2400 67/40 2063/800 1513/600 47/16 2357/600 0
0 0 23/41 0 23/41 3209/2460 115/82 682/615 2821/2460 3991/2460 72/41 2163/820 3101/1230 251/82 119/30 0
0 0 24/49 0 23/49 1607/1470 493/294 2231/1470 148/105 715/294 1397/735 323/105 4463/1470 2651/735 28229/5880 0
0 0 22/47 0 22/47 3049/2820 433/282 3997/2820 1907/1410 1313/564 4913/2820 4057/1410 173/60 4927/1410 6341/1410 0
0 0 29/56 0 79/168 51151/47040 589/336 12317/7840 16861/11760 16097/6720 18203/9408 12583/3920 221707/70560 5573/1568 691741/141120 0
0 0 10/17 0 175/408 1909/2040 57/34 1361/1020 857/680 905/408 673/408 1997/680 671/255 823/255 35491/8160 0
0 0 7/13 0 11/26 223/240 157/104 1309/1040 317/260 103/48 4603/3120 707/260 2617/1040 1649/520 3173/780 0
0 0 30/59 0 30/59 52117/49560 99/59 7393/4956 35633/24780 5289/2360 92723/49560 77969/24780 18601/6195 83273/24780 233231/49560 0
0 0 17/30 0 169/360 3229/3600 23/15 4327/3600 2339/1800 479/240 5707/3600 10013/3600 1847/720 1343/450 916/225 0
0 0 14/27 0 25/54 197/216 17/12 757/648 209/162 143/72 959/648 1705/648 1633/648 3 1261/324 0
0 0 32/61 0 31/61 16929/17080 193/122 1724/1281 35633/25620 15137/7320 90133/51240 12639/4270 36397/12810 80263/25620 9349/2135 0
0 0 37/61 0 1195/2562 60677/51240 593/366 63143/51240 6467/6405 4937/2440 84313/51240 47731/17080 23645/10248 84277/25620 17793/4270 0
0 0 11/21 0 19/42 671/630 115/84 467/420 181/180 2 1739/1260 1571/630 682/315 1003/315 398/105 0
0 0 16/27 0 1237/2268 60901/45360 125/81 10747/9072 761/756 4037/2160 77621/45360 125357/45360 11509/5040 74939/22680 10301/2520 0
0 0 23/43 0 22/43 329/258 58/43 281/258 128/129 159/86 190/129 643/258 185/86 418/129 953/258 0
0 0 22/41 0 163/287 9397/6888 389/246 46679/34440 10337/8610 3081/1640 65413/34440 34067/11480 18577/6888 1403/420 76903/17220 0
0 0 22/41 0 177/287 10153/6888 377/246 45419/34440 247/210 2941/1640 66673/34440 33507/11480 18325/6888 57943/17220 75433/17220 0
0 0 13/21 0 713/1764 23623/23520 445/252 10841/7840 42017/35280 665/288 119663/70560 130531/42336 184193/70560 118997/35280 951313/211680 0
0 0 29/53 0 22/53 3079/3180 161/106 1329/1060 609/530 1393/636 4633/3180 732/265 2587/1060 862/265 6511/1590 0
0 0 37/68 0 27/56 31631/28560 43/24 5949/3808 20149/14280 3187/1360 55429/28560 81347/24480 173933/57120 50119/14280 119869/24480 0
0 0 9/20 0 19/40 99/80 7/5 193/160 47/40 181/80 29/16 99/40 103/40 29/8 329/80 0
0 0 19/37 0 17/37 1489/1110 103/74 1261/1110 1097/1110 72/37 938/555 71/30 423/185 3799/1110 2027/555 0
0 0 20/39 0 16/39 77/78 18/13 85/78 14/13 82/39 3/2 92/39 29/13 253/78 95/26 0
0 0 25/42 0 17/42 493/420 125/84 349/315 101/105 167/84 484/315 256/105 2713/1260 347/105 124/35 0
0 0 25/44 0 9/22 28/33 61/44 131/132 301/264 173/88 125/88 76/33 53/24 785/264 889/264 0
0 0 43/68 0 71/136 278/255 1195/816 1997/2040 4651/4080 7661/4080 2073/1360 4861/2040 1801/816 6337/2040 13709/4080 0
0 0 14/33 0 16/33 51/44 17/11 95/66 31/22 115/44 259/132 32/11 391/132 257/66 152/33 0
0 0 1/2 0 5/12 415/432 3/2 181/144 265/216 1021/432 235/144 145/54 1085/432 187/54 109/27 0
0 0 25/47 0 21/47 479/564 67/47 617/564 353/282 1195/564 287/188 469/188 1345/564 291/94 170/47 0
0 0 8/17 0 15/34 73/68 23/17 77/68 71/68 9/4 26/17 5/2 75/34 59/17 65/17 0
0 0 23/41 0 18/41 503/410 119/82 1381/1230 192/205 85/41 953/615 1029/410 2593/1230 1403/410 744/205 0
0 0 1/2 0 5/12 445/432 3/2 181/144 125/108 1051/432 235/144 595/216 1055/432 389/108 887/216 0
0 0 1/2 0 45/104 587/390 155/104 4013/3120 159/130 569/260 247/120 833/312 176/65 739/195 91/20 0
0 0 19/43 0 18/43 64/43 113/86 209/172 56/43 189/86 171/86 108/43 117/43 327/86 190/43 0
0 0 11/20 0 7/16 128/75 117/80 1439/1200 317/300 369/200 2431/1200 51/20 247/100 1103/300 1691/400 0
0 0 19/37 0 15/37 187/111 99/74 128/111 124/111 137/74 425/222 539/222 91/37 815/222 448/111 0
0 0 39/68 0 83/204 1857/1360 207/136 71/60 4961/4080 2851/1360 451/240 2207/816 10123/4080 71/20 17581/4080 0
0 0 27/50 0 17/50 133/100 139/100 113/100 127/100 54/25 89/50 64/25 247/100 361/100 209/50 0
0 0 36/61 0 83/183 1947/1220 185/122 703/610 1447/1220 2371/1220 7217/3660 1993/732 8953/3660 2219/610 7793/1830 0
0 0 10/17 0 19/51 485/306 149/102 173/153 365/306 2 569/306 803/306 41/17 1133/306 1253/306 0
0 0 25/44 0 115/264 599/528 125/88 137/132 685/528 965/528 303/176 1379/528 1297/528 821/264 1043/264 0
0 0 24/41 0 14/41 269/246 117/82 130/123 53/41 475/246 133/82 629/246 607/246 261/82 476/123 0
0 0 4/7 0 145/294 797/588 139/98 307/294 745/588 1055/588 359/196 1565/588 205/84 965/294 586/147 0
0 0 34/55 0 2/5 74/55 81/55 58/55 68/55 62/33 281/165 287/110 797/330 553/165 211/55 0
0 0 17/40 0 9/20 99/80 8/5 249/160 63/40 207/80 43/20 251/80 129/40 157/40 1623/320 0
0 0 2/5 0 3/7 179/140 51/35 52/35 111/70 71/28 291/140 3 89/28 55/14 172/35 0
0 0 43/77 0 17/42 2627/2310 257/154 6317/4620 6823/4620 190/77 643/330 14473/4620 63/22 1211/330 43867/9240 0
0 0 13/25 0 9/25 241/200 39/25 34/25 911/600 101/40 1153/600 1829/600 1739/600 383/100 353/75 0
0 0 13/23 0 175/414 491/460 110/69 2591/2070 6133/4140 1877/828 7697/4140 1039/345 2297/828 7067/2070 1027/230 0
0 0 7/13 0 5/13 685/624 159/104 49/39 941/624 1433/624 1135/624 305/104 1753/624 7/2 57/13 0
0 0 23/41 0 1363/3444 102761/68880 499/328 5743/4592 2761/2296 22471/9840 45007/22960 67289/22960 171481/68880 44043/11480 157669/34440 0
0 0 12/25 0 9/25 38/25 259/200 47/40 259/200 241/100 381/200 111/40 249/100 403/100 903/200 0
0 0 4/7 0 1489/3528 119981/70560 505/336 17257/14112 8311/7056 21871/10080 16029/7840 206837/70560 172741/70560 46213/11760 79727/17640 0
0 0 8/15 0 23/60 319/180 329/240 281/240 97/80 89/40 287/144 101/36 29/12 1469/360 3157/720 0
0 0 31/55 0 86/231 119953/92400 727/440 42827/30800 64949/46200 1351/528 5657/2800 897767/277200 260129/92400 180289/46200 1360519/277200 0
0 0 1/2 0 7/20 67/48 353/240 107/80 133/90 127/48 361/180 1123/360 2039/720 33/8 701/144 0
0 0 5/11 0 19/44 125/88 11/8 217/176 111/88 205/88 175/88 111/44 235/88 85/22 383/88 0
0 0 11/20 0 2/5 1879/1200 29/20 1421/1200 313/300 81/40 1133/600 2947/1200 951/400 4459/1200 2357/600 0
0 0 33/58 0 10/29 451/348 173/116 135/116 147/116 139/58 11/6 230/87 287/116 441/116 365/87 0
0 0 39/62 0 11/31 89/60 49/31 2171/1860 1081/930 9/4 869/465 1669/620 2219/930 1189/310 61/15 0
0 0 5/8 0 5/14 43/42 43/28 361/336 61/48 751/336 185/112 145/56 101/42 1139/336 1273/336 0
0 0 52/79 0 71/158 1447/1185 493/316 4979/4740 1967/1580 9971/4740 8119/4740 4109/1580 560/237 4076/1185 17599/4740 0
0 0 14/33 0 5/11 5/4 17/11 49/33 3/2 119/44 93/44 3 409/132 269/66 160/33 0
0 0 7/13 0 5/13 259/208 85/52 71/52 929/624 571/208 1255/624 1931/624 1793/624 425/104 184/39 0
0 0 35/61 0 25/61 785/732 97/61 445/366 1057/732 1811/732 447/244 1055/366 1969/732 667/183 1543/366 0
0 0 29/59 0 22/59 181/118 161/118 143/118 78/59 623/236 2 169/59 301/118 1005/236 541/118 0
0 0 5/9 0 3/8 137/80 209/144 289/240 2617/2160 701/288 4381/2160 12379/4320 2639/1080 6071/1440 22/5 0
0 0 33/65 0 24/65 29/20 98/65 87/65 1139/780 184/65 1633/780 2453/780 439/156 1133/260 1901/390 0
0 0 10/21 0 5/14 953/630 4/3 49/40 577/420 136/63 141/70 1601/630 3547/1260 398/105 397/90 0
0 0 7/12 0 5/16 2591/1440 215/144 1811/1440 1801/1440 571/288 2923/1440 1891/720 3847/1440 1399/360 1013/240 0
0 0 1/2 0 13/40 1741/1200 53/40 477/400 143/100 499/240 771/400 1541/600 1631/600 731/200 1277/300 0
0 0 31/53 0 17/53 2861/1590 242/159 2021/1590 1073/795 655/318 1649/795 2191/795 4327/1590 3143/795 2291/530 0
0 0 13/22 0 7/22 1029/880 257/176 8891/7920 10721/7920 1033/528 2273/1320 567/220 5143/1980 4291/1320 3457/880 0
0 0 45/71 0 77/213 3451/2130 1337/852 15071/12780 17621/12780 139/71 2747/1420 3893/1420 8548/3195 7801/2130 5767/1420 0
0 0 14/37 0 15/37 49/37 151/111 163/111 365/222 91/37 155/74 329/111 1427/444 144/37 179/37 0
0 0 16/41 0 17/41 57/41 172/123 181/123 859/492 103/41 177/82 1529/492 1595/492 4 202/41 0
0 0 25/52 0 21/52 749/624 913/624 2485/1872 1511/936 1439/624 305/156 115/39 5597/1872 1121/312 2797/624 0
0 0 11/30 0 11/30 49/30 137/120 157/120 63/40 403/180 763/360 67/24 35/12 721/180 37/8 0
0 0 23/48 0 3/8 283/144 785/576 767/576 815/576 619/288 1283/576 835/288 803/288 403/96 2617/576 0
0 0 17/44 0 17/44 3/2 721/528 787/528 461/264 227/88 393/176 841/264 1721/528 367/88 889/176 0
0 0 23/47 0 17/47 2041/1410 65/47 1169/940 316/235 326/141 1414/705 1796/705 1946/705 1817/470 6083/1410 0
0 0 3/5 0 17/55 278/165 511/330 1051/825 1993/1650 353/165 549/275 197/75 86/33 646/165 1132/275 0
0 0 9/17 0 1/3 361/255 73/51 209/170 727/510 362/153 503/255 4067/1530 4147/1530 991/255 64/15 0
0 0 20/33 0 7/22 167/99 631/396 58/45 1319/990 907/396 1021/495 1843/660 266/99 1607/396 4241/990 0
0 0 5/8 0 21/64 1409/1280 395/256 13001/11520 15341/11520 1717/768 827/480 2491/960 3629/1440 1649/480 4907/1280 0
0 0 67/101 0 247/606 439/303 488/303 5207/4545 12457/9090 4297/2020 1141/606 4084/1515 11743/4545 5539/1515 394/101 0
0 0 15/38 0 8/19 101/76 80/57 83/57 359/228 199/76 485/228 335/114 1427/456 77/19 90/19 0
0 0 19/46 0 10/23 133/92 101/69 101/69 41/24 11/4 617/276 1733/552 1763/552 197/46 113/23 0
0 0 35/66 0 9/22 307/264 1207/792 3019/2376 455/297 1955/792 127/66 1141/396 6731/2376 367/99 1129/264 0
0 0 16/41 0 16/41 68/41 51/41 55/41 65/41 1283/492 547/246 239/82 121/41 2147/492 387/82 0
0 0 30/61 0 23/61 1727/915 260/183 2471/1830 2597/1830 29/12 686/305 10819/3660 2564/915 5331/1220 4187/915 0
