0 0 0 9/41 23/41 19/41 42/41 75/82 65/41 44/41 129/82 179/82 169/82 229/82 144/41 0
0 0 0 1/4 3/5 19/40 61/60 77/80 73/48 79/80 59/40 131/60 171/80 219/80 281/80 0
0 0 0 10/43 23/43 25/43 177/172 45/43 69/43 247/258 355/258 286/129 1139/516 1465/516 919/258 0
0 0 0 6/23 31/46 27/46 103/92 113/92 151/92 325/276 959/552 55/23 1417/552 68/23 373/92 0
0 0 0 3/14 4/7 19/42 1 11/12 34/21 22/21 19/12 187/84 167/84 11/4 73/21 0
0 0 0 11/47 27/47 23/47 91/94 48/47 226/141 95/94 70/47 631/282 601/282 763/282 995/282 0
0 0 0 5/23 1/2 14/23 553/552 101/92 153/92 271/276 379/276 619/276 1231/552 519/184 329/92 0
0 0 0 9/34 12/17 39/68 103/102 45/34 237/136 245/204 491/272 43/17 703/272 1177/408 835/204 0
0 0 0 8/45 23/45 8/15 469/540 41/45 47/30 49/45 97/60 304/135 53/27 1463/540 293/90 0
0 0 0 8/45 22/45 5/9 217/270 89/90 139/90 16/15 31/20 241/108 92/45 1423/540 869/270 0
0 0 0 10/57 25/57 37/57 151/171 61/57 373/228 10/9 256/171 1559/684 755/342 319/114 61/18 0
0 0 0 1/5 5/9 23/45 103/135 19/18 29/18 52/45 307/180 1267/540 119/54 1427/540 451/135 0
0 0 0 3/23 9/23 5/23 49/46 59/46 41/23 31/23 39/23 50/23 101/46 135/46 179/46 0
0 0 0 2/17 6/17 3/17 1 49/34 29/17 20/17 3/2 35/17 79/34 48/17 133/34 0
0 0 0 1/14 3/14 3/14 13/14 43/28 12/7 1 17/14 27/14 9/4 39/14 26/7 0
0 0 0 1/6 1/2 1/6 7/6 61/36 17/9 13/9 17/9 43/18 35/12 19/6 167/36 0
0 0 0 4/27 4/9 2/9 53/54 65/54 47/27 34/27 5/3 59/27 109/54 149/54 199/54 0
0 0 0 3/23 9/23 5/23 21/23 65/46 41/23 27/23 71/46 50/23 103/46 63/23 177/46 0
0 0 0 1/15 1/5 4/15 14/15 49/30 28/15 16/15 19/15 31/15 71/30 43/15 58/15 0
0 0 0 6/31 18/31 6/31 1 105/62 63/31 44/31 61/31 81/31 177/62 95/31 285/62 0
0 0 0 1/7 3/7 3/14 7/8 8/7 7/4 10/7 103/56 67/28 29/14 23/8 99/28 0
0 0 0 3/22 9/22 5/22 17/22 14/11 19/11 14/11 37/22 26/11 24/11 61/22 7/2 0
0 0 0 1/10 3/10 1/4 9/10 3/2 77/40 7/5 17/10 5/2 51/20 63/20 39/10 0
0 0 0 2/11 6/11 5/22 8/11 29/22 20/11 15/11 21/11 28/11 53/22 61/22 81/22 0
0 0 0 1/12 1/4 1/12 5/6 17/12 3/2 7/6 17/12 7/4 25/12 5/2 10/3 0
0 0 0 1/12 1/4 1/12 5/6 17/12 3/2 13/12 4/3 7/4 13/6 5/2 41/12 0
0 0 0 1/14 3/14 1/7 13/14 45/28 12/7 15/14 9/7 27/14 33/14 39/14 26/7 0
