0 0 0 9/50 7/50 14/25 27/25 16/25 161/100 43/50 189/100 42/25 13/5 159/50 0
0 0 0 5/53 11/53 32/53 57/53 33/53 153/106 51/53 221/106 100/53 155/53 172/53 0
0 0 0 1/15 1/15 2/5 4/5 1/5 6/5 11/15 19/15 23/15 26/15 29/15 0
0 0 0 1/13 2/13 1/2 12/13 4/13 31/26 25/26 23/13 28/13 69/26 69/26 0
0 0 0 11/35 11/70 229/420 163/140 253/420 64/35 131/140 59/28 229/140 347/140 229/70 0
0 0 0 1/17 1/17 8/17 16/17 3/17 23/17 16/17 53/34 28/17 31/17 39/17 0
0 0 0 3/17 3/34 13/34 18/17 37/68 47/34 57/68 45/34 25/17 69/34 169/68 0
0 0 0 1/23 3/23 8/23 20/23 12/23 24/23 21/23 30/23 33/23 49/23 51/23 0
0 0 0 1/17 1/17 5/17 14/17 4/17 19/17 14/17 19/17 24/17 28/17 31/17 0
0 0 0 1/19 2/19 6/19 15/19 6/19 1 18/19 24/19 29/19 37/19 37/19 0
0 0 0 10/33 4/33 14/33 43/33 6/11 39/22 34/33 11/6 53/33 67/33 95/33 0
0 0 0 1/15 1/15 2/5 13/15 1/5 19/15 1 7/5 22/15 5/3 32/15 0
0 0 0 1/16 1/16 3/16 7/8 3/8 17/16 23/32 9/8 35/32 23/16 51/32 0
0 0 0 1/19 2/19 5/19 17/19 15/38 20/19 17/19 51/38 49/38 35/19 36/19 0
0 0 0 1/17 1/17 4/17 15/17 9/34 19/17 27/34 19/17 43/34 26/17 27/17 0
0 0 0 1/22 1/11 3/11 19/22 13/44 23/22 41/44 57/44 63/44 41/22 41/22 0
0 0 0 1/6 1/6 1/3 4/3 13/24 79/48 55/48 47/24 25/16 15/8 127/48 0
0 0 0 1/9 1/9 1/3 19/18 1/4 25/18 13/12 14/9 17/12 5/3 19/9 0
0 0 0 5/44 2/11 7/11 51/44 35/44 145/88 12/11 181/88 69/44 30/11 37/11 0
0 0 0 1/14 5/21 9/14 23/21 65/84 127/84 97/84 44/21 65/42 59/21 137/42 0
0 0 0 1/4 7/36 281/432 283/216 617/864 409/216 541/432 509/216 331/216 68/27 511/144 0
0 0 0 2/19 7/38 17/38 21/19 13/19 53/38 83/76 28/19 26/19 81/38 199/76 0
0 0 0 1/28 1/4 13/28 13/14 37/56 33/28 67/56 83/56 19/14 16/7 69/28 0
0 0 0 1/4 2/11 23/44 29/22 29/44 155/88 61/44 183/88 3/2 23/11 35/11 0
0 0 0 1/26 3/13 9/26 27/26 57/104 33/26 29/26 37/26 14/13 47/26 109/52 0
0 0 0 1/29 8/29 12/29 30/29 67/116 36/29 35/29 45/29 34/29 60/29 64/29 0
0 0 0 8/41 9/41 19/41 56/41 103/164 143/82 61/41 89/41 60/41 84/41 251/82 0
0 0 0 3/35 6/35 19/35 37/35 22/35 48/35 6/5 47/35 62/35 16/7 101/35 0
0 0 0 1/22 2/11 5/11 19/22 13/22 23/22 12/11 27/22 17/11 51/22 26/11 0
0 0 0 1/25 1/5 12/25 23/25 2/5 31/25 33/25 31/25 47/25 54/25 64/25 0
0 0 0 1/22 2/11 5/11 19/22 9/22 23/22 13/11 27/22 39/22 49/22 49/22 0
0 0 0 2/11 3/22 13/22 12/11 9/22 18/11 29/22 18/11 19/11 45/22 3 0
0 0 0 1/17 2/17 8/17 15/17 5/17 24/17 23/17 26/17 30/17 33/17 46/17 0
0 0 0 2/45 4/15 26/45 49/45 67/90 62/45 41/30 13/9 8/5 34/15 26/9 0
0 0 0 1/30 3/10 8/15 14/15 41/60 7/6 13/10 17/12 43/30 12/5 38/15 0
0 0 0 5/37 8/37 24/37 43/37 45/74 60/37 60/37 71/37 57/37 76/37 120/37 0
0 0 0 11/37 6/37 16/37 30/37 25/37 95/74 30/37 113/74 2 76/37 102/37 0
0 0 0 5/26 5/26 11/26 19/26 19/26 53/52 21/26 87/52 28/13 57/26 35/13 0
0 0 0 4/23 4/23 10/23 17/23 10/23 26/23 18/23 30/23 2 40/23 50/23 0
0 0 0 4/23 4/23 10/23 17/23 10/23 24/23 18/23 34/23 50/23 48/23 52/23 0
0 0 0 29/69 13/69 187/414 43/46 47/69 209/138 193/207 721/414 386/207 269/138 1169/414 0
0 0 0 2/9 2/9 1/2 29/36 5/9 29/24 1 3/2 37/18 29/18 85/36 0
0 0 0 9/31 3/31 9/31 27/31 41/62 40/31 51/62 37/31 53/31 54/31 149/62 0
0 0 0 1/12 1/12 1/6 1/2 2/3 2/3 3/4 1 3/2 3/2 7/4 0
0 0 0 1/6 1/6 1/3 19/24 11/24 9/8 11/12 9/8 11/6 19/12 2 0
0 0 0 1/8 1/8 1/4 9/16 7/16 13/16 7/8 17/16 27/16 13/8 7/4 0
0 0 0 4/11 7/44 17/44 47/44 65/88 69/44 95/88 73/44 41/22 20/11 247/88 0
0 0 0 7/31 7/31 13/31 24/31 18/31 73/62 35/31 42/31 60/31 46/31 70/31 0
0 0 0 1/13 1/13 2/13 10/13 8/13 12/13 10/13 14/13 18/13 17/13 43/26 0
0 0 0 1/11 1/11 2/11 7/11 15/22 9/11 17/22 12/11 16/11 16/11 18/11 0
0 0 0 3/19 3/19 5/19 16/19 17/38 21/19 18/19 22/19 32/19 29/19 34/19 0
0 0 0 2/17 2/17 4/17 11/17 15/34 15/17 15/17 19/17 28/17 27/17 29/17 0
0 0 0 3/14 3/14 5/14 33/28 11/14 3/2 9/7 27/14 53/28 12/7 155/56 0
0 0 0 7/29 7/29 11/29 26/29 33/58 73/58 36/29 44/29 54/29 44/29 66/29 0
0 0 0 5/19 3/19 7/19 13/19 1 41/38 21/19 61/38 36/19 39/19 56/19 0
0 0 0 1/7 1/7 2/7 1/2 1 3/4 8/7 45/28 27/14 2 39/14 0
0 0 0 22/51 10/51 137/306 148/153 44/51 473/306 22/17 304/153 92/51 301/153 487/153 0
0 0 0 6/23 2/23 5/23 19/23 19/23 27/23 45/46 29/23 38/23 40/23 5/2 0
0 0 0 1/11 1/11 2/11 5/11 9/11 7/11 1 13/11 18/11 18/11 23/11 0
0 0 0 17/44 7/44 17/44 47/44 9/11 69/44 117/88 83/44 79/44 81/44 271/88 0
0 0 0 1/14 1/14 1/7 5/7 19/28 6/7 13/14 8/7 10/7 19/14 53/28 0
0 0 0 1/11 1/11 2/11 6/11 17/22 8/11 21/22 13/11 17/11 17/11 21/11 0
0 0 0 11/37 7/37 14/37 43/37 59/74 58/37 55/37 77/37 68/37 67/37 229/74 0
0 0 0 7/38 7/38 8/19 15/19 16/19 91/76 23/19 85/76 79/38 34/19 105/38 0
0 0 0 1/11 1/11 2/11 4/11 8/11 6/11 9/11 9/11 17/11 17/11 19/11 0
0 0 0 7/43 13/43 41/86 34/43 30/43 99/86 119/86 97/86 100/43 80/43 113/43 0
0 0 0 1/10 1/5 7/20 3/5 11/20 4/5 6/5 11/10 11/5 41/20 9/4 0
0 0 0 11/40 1/5 19/40 33/40 63/80 27/20 21/16 11/8 83/40 67/40 227/80 0
0 0 0 5/21 2/7 41/84 11/14 5/7 53/42 115/84 37/28 13/6 67/42 109/42 0
0 0 0 5/37 8/37 15/37 28/37 36/37 247/222 154/111 253/222 75/37 193/111 317/111 0
